method,tissue,standardized_mse,raw_mse,selected_coupling,fit_seconds,train,validation,test,response,test_fold,cv_repeat,standardized_sse,raw_sse
HPS,brain_spinal_cord_cervical_c-1,0.1867456723640672,0.0905269709250867,0.0,8.308470159769058,103,29,27,JAM2,1,0,5.042133153829814,2.444228214977341
COVER,brain_amygdala,0.6315635764672842,0.1528890254253825,1.0,20.368786606006324,92,32,28,JAM2,1,0,17.683780141083957,4.28089271191071
COVER,brain_anterior_cingulate_cortex_ba24,0.4002829452229409,0.0740603268726783,1.0,20.368786606006324,104,38,34,JAM2,1,0,13.60962013757999,2.518051113671062
COVER,brain_caudate_basal_ganglia,0.2377732070808541,0.0593729901025511,1.0,20.368786606006324,150,49,47,JAM2,1,0,11.175340732800143,2.7905305348199017
COVER,brain_cerebellar_hemisphere,0.1024634504171517,0.0303532869778778,1.0,20.368786606006324,131,42,42,JAM2,1,0,4.303464917520372,1.2748380530708676
COVER,brain_cerebellum,0.1823191076566682,0.0481613262265984,1.0,20.368786606006324,152,43,46,JAM2,1,0,8.386678952206736,2.2154210064235262
COVER,brain_cortex,0.4828901852535376,0.0816329552493025,1.0,20.368786606006324,158,48,49,JAM2,1,0,23.661619077423342,4.000014807215822
COVER,brain_frontal_cortex_ba9,0.4393800799983295,0.0746883237025218,1.0,20.368786606006324,128,37,44,JAM2,1,0,19.3327235199265,3.2862862429109594
COVER,brain_hypothalamus,0.4099551930895894,0.1199719945717522,1.0,20.368786606006324,124,39,39,JAM2,1,0,15.988252530493986,4.678907788298336
COVER,brain_nucleus_accumbens_basal_ganglia,0.2942263340013508,0.0871566423591936,1.0,20.368786606006324,146,50,50,JAM2,1,0,14.71131670006754,4.3578321179596795
COVER,brain_putamen_basal_ganglia,0.1201944835545469,0.034696515286948,1.0,20.368786606006324,121,40,44,JAM2,1,0,5.288557276400064,1.526646672625712
COVER,brain_spinal_cord_cervical_c-1,0.2798753217924734,0.1356725689962046,1.0,20.368786606006324,103,29,27,JAM2,1,0,7.556633688396781,3.6631593628975248
Pool,brain_amygdala,0.2609778720855983,0.0734813922805631,0.0,6.394344045780599,84,36,32,JAM2,2,0,8.351291906739146,2.351404552978019
Pool,brain_anterior_cingulate_cortex_ba24,0.3365040894125332,0.0587248978258963,0.0,6.394344045780599,98,40,38,JAM2,2,0,12.78715539767626,2.2315461173840596
Pool,brain_caudate_basal_ganglia,0.2636294283703587,0.0655668970614337,0.0,6.394344045780599,148,49,49,JAM2,2,0,12.917841990147576,3.2127779560102514
Pool,brain_cerebellar_hemisphere,0.3148309045669181,0.0882322585949576,0.0,6.394344045780599,128,45,42,JAM2,2,0,13.22289799181056,3.7057548609882196
Pool,brain_cerebellum,0.1925803983246676,0.0479464182269818,0.0,6.394344045780599,146,52,43,JAM2,2,0,8.280957127960708,2.0616959837602176
Pool,brain_cortex,0.7641797284309106,0.147706535411735,0.0,6.394344045780599,154,53,48,JAM2,2,0,36.68062696468371,7.08991369976328
Pool,brain_frontal_cortex_ba9,0.3974160366356344,0.0599129764731271,0.0,6.394344045780599,126,46,37,JAM2,2,0,14.704393355518473,2.2167801295057026
Pool,brain_hypothalamus,0.4071889283714302,0.1179048704537506,0.0,6.394344045780599,118,45,39,JAM2,2,0,15.880368206485779,4.598289947696274
